date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:25:38	16800/16800	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-41a0%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:39	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-852c%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:39	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-233c2%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2010:25:40%20GMT	https://app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-solid-900.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-solid-900.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:40	9642/9642	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2010:25:40%20GMT	https://app.surveoo.com/en/assets/plugins/global/fonts/@fontawesome/fa-solid-900.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/en/assets/plugins/global/fonts/@fontawesome/fa-solid-900.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2010:25:40%20GMT	https://app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-solid-900.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-solid-900d41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:41	79444/79444	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-13654%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff2	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff2	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:42	103300/103300	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-19384%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:43	202616/202616	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-31778%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:46	897426/897426	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-db192%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-solid-900.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:47	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2019%20Jan%202024%2010:25:43%20GMT	https://app.surveoo.com/en/?welcome	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/en/index40be.html	(from https://app.surveoo.com/?welcome)
13:25:47	26730/26730	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:25:47%20GMT	https://app.surveoo.com/en/login?welcome=	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/en/login3114.html	(from https://app.surveoo.com/en/?welcome)
